[-0.241 -0.708 0.615 0.590 -1.000 -0.492 -1.000]
[1.000 0.137 -1.000 1.000 1.000 0.006 -0.911]
[-0.561 1.000 -0.411 -0.292 -0.562 -0.643 1.000]
[0.600 -0.765 1.000 1.000 -1.000 0.282 -0.297]
[-0.693 0.520 -0.421 0.981 -0.254 0.175 0.509]
[-0.418 -0.036 0.937 -0.237 0.116 -0.019 -0.297]
[0.642 0.247 -0.108 1.000 0.509 -0.640 0.888]
[-0.405 -0.909 -0.007 -0.762 0.818 1.000 -1.000]
[0.009 -0.868 0.096 1.000 -0.418 0.444 -1.000]
[-0.751 -0.496 0.717 0.025 0.890 0.004 -0.862]
[-0.652 0.842 0.742 0.288 0.484 -0.002 -0.480]
[-1.000 -1.000 -0.183 0.275 0.485 -1.000 -1.000]
[1.000 0.200 -1.000 1.000 0.061 1.000 -1.000]
[0.387 -1.000 -0.470 -0.849 0.476 -1.000 1.000]
[1.000 -0.334 0.551 1.000 0.992 0.208 -0.139]
[0.390 0.289 0.111 0.245 0.728 0.528 -0.059]
[0.493 -1.000 0.390 -0.054 1.000 1.000 1.000]
[0.042 -0.350 0.591 1.000 -0.009 0.706 -0.278]
[0.646 0.473 -0.520 0.216 0.683 -0.792 -0.245]
[0.525 0.242 -0.133 0.587 -0.648 -0.767 -0.656]
[0.584 -0.481 -0.415 0.513 -0.443 -0.805 -0.777]
[1.000 -0.191 -0.022 0.883 0.397 1.000 -1.000]
[0.312 1.000 0.094 -0.835 -1.000 0.345 -0.656]
[1.000 -1.000 -1.000 1.000 -1.000 1.000 0.456]
[0.803 1.000 -0.056 -0.912 -0.511 0.190 -0.927]
[0.133 -0.487 1.000 -1.000 1.000 -0.558 -1.000]
[-0.149 -0.245 1.000 -0.673 -0.110 0.956 -0.090]
[1.000 -1.000 1.000 1.000 0.677 0.084 -0.347]
[1.000 0.936 0.429 1.000 -1.000 0.975 0.386]
[0.587 -0.261 -0.155 -1.000 -0.395 0.018 -0.371]
[0.234 -1.000 1.000 0.916 0.710 1.000 0.350]
[0.022 -1.000 0.522 0.172 0.659 -0.485 1.000]
[-0.729 0.328 1.000 0.936 0.492 0.405 -0.160]
[-0.166 1.000 0.232 -0.953 0.024 -0.030 -0.482]
[-0.176 -0.733 -0.925 0.317 0.652 -1.000 1.000]
[-1.000 1.000 -1.000 0.604 1.000 0.202 0.046]
[0.110 -0.121 -0.878 0.478 -0.220 -0.108 0.885]
[-1.000 0.327 -0.166 0.032 0.332 -1.000 1.000]
[1.000 -0.846 -1.000 0.088 1.000 1.000 1.000]
[-0.490 0.346 -0.959 -0.533 0.605 -0.644 0.677]
[0.156 -0.009 -0.518 -0.962 -0.794 -1.000 0.830]
[-1.000 0.380 -1.000 0.358 0.574 -0.341 1.000]
[-1.000 -0.164 0.213 0.050 -1.000 1.000 0.665]
[-0.207 0.231 1.000 0.425 -0.042 -1.000 -0.319]
[-0.550 0.078 1.000 1.000 -0.194 0.486 -0.747]
[-1.000 0.673 0.443 0.634 0.583 -0.880 -0.264]
[-0.272 1.000 -1.000 -0.289 0.285 -1.000 -1.000]
[0.405 0.959 -0.666 1.000 -1.000 1.000 -0.137]
[-1.000 0.604 -0.693 -0.018 0.399 -0.025 -0.003]
[0.165 0.036 -0.028 0.029 -1.000 0.701 -1.000]
[1.000 1.000 0.350 1.000 -0.385 1.000 1.000]
[-0.821 -1.000 1.000 0.713 -1.000 -0.064 -1.000]
[-0.037 0.434 -0.685 -0.117 0.541 0.094 0.016]
[-0.239 0.688 -0.194 -0.083 -1.000 0.979 1.000]
[-1.000 -0.691 -0.260 0.473 1.000 0.901 1.000]
[-1.000 -0.813 -1.000 -1.000 -0.029 0.563 -0.448]
[-0.164 0.219 -0.535 -1.000 0.109 0.199 0.219]
[0.671 0.983 -0.964 -0.403 0.766 0.868 -0.636]
[-0.539 -1.000 -0.375 1.000 1.000 -0.925 0.417]
[0.014 0.579 -0.399 0.762 -0.348 -0.492 1.000]
[0.044 -0.871 -0.980 0.063 -1.000 -0.499 0.355]
[-0.436 1.000 -0.469 0.518 -1.000 1.000 -0.155]
[-0.084 0.930 -1.000 0.127 0.187 -0.776 0.678]
[0.810 -1.000 -1.000 1.000 -1.000 -1.000 -0.543]
[-1.000 -0.444 -0.794 1.000 1.000 -0.386 1.000]
[0.217 -0.975 -0.014 1.000 1.000 -0.192 0.223]
[1.000 0.953 -0.076 0.273 0.359 -0.363 -0.763]
[1.000 0.781 -0.665 -0.679 1.000 0.686 -0.553]
[-0.105 -0.395 0.510 0.704 -1.000 -1.000 0.233]
[-0.469 1.000 -0.644 -0.171 0.230 -0.927 1.000]
[1.000 -0.083 -0.268 0.167 0.054 -0.182 -0.267]
[-0.054 -0.800 -1.000 0.779 -0.795 -0.214 0.218]
[-0.765 0.551 -0.790 0.229 0.038 -1.000 -0.404]
[-0.798 1.000 -0.520 -0.853 1.000 -1.000 -0.300]
[0.562 1.000 -1.000 -1.000 -0.363 0.623 -0.001]
[-0.471 1.000 0.305 -0.145 0.614 -1.000 -1.000]
[1.000 0.900 0.029 1.000 0.440 0.655 0.113]
[1.000 1.000 -1.000 1.000 1.000 0.705 -0.610]
[-0.130 0.400 -0.197 -0.504 -0.584 0.273 0.764]
[0.324 0.895 1.000 -0.334 -0.552 0.874 -1.000]
[-0.060 -0.156 -0.120 0.043 0.516 1.000 -0.146]
[0.395 0.154 0.180 0.651 -0.353 -0.428 1.000]
[-1.000 -0.105 -0.135 0.564 1.000 0.768 -1.000]
[-0.002 0.542 0.154 -0.800 -1.000 1.000 -0.293]
[0.348 0.714 1.000 -1.000 -1.000 -0.465 1.000]
[-1.000 0.455 0.979 1.000 0.006 1.000 -1.000]
[1.000 1.000 0.059 -1.000 -0.037 -1.000 -0.515]
[0.642 1.000 -0.486 1.000 -0.974 -0.894 -0.361]
[1.000 -0.575 -0.984 -1.000 0.700 -0.741 -0.886]
[0.017 1.000 -0.992 0.848 -0.413 0.109 -1.000]
[-0.223 0.892 -1.000 0.267 0.630 -0.269 -0.530]
[0.579 -0.873 0.012 0.582 0.478 1.000 0.503]
[-1.000 1.000 -0.760 -0.442 0.234 0.704 -0.001]
[-0.160 -1.000 -0.134 -1.000 1.000 -0.925 0.363]
[-0.310 1.000 0.995 0.095 1.000 -1.000 0.136]
[0.510 0.409 0.032 -0.155 -0.629 -0.575 -0.957]
[0.438 1.000 0.608 -0.436 0.417 -0.534 -1.000]
[-0.090 -0.589 -0.367 -0.202 -0.955 0.390 -0.731]
[1.000 -0.312 -1.000 -1.000 -0.678 -1.000 -0.664]
[1.000 0.692 -0.989 -0.540 1.000 -1.000 0.436]
[-0.009 0.386 0.077 -1.000 0.046 0.511 0.535]
[0.926 0.330 -0.645 1.000 0.478 -1.000 -0.366]
[-0.624 1.000 -1.000 -0.718 0.279 0.694 -1.000]
[1.000 1.000 0.749 0.240 -0.189 -1.000 0.600]
[-0.008 0.560 0.329 -0.810 1.000 0.469 -1.000]
[0.237 1.000 0.342 0.895 0.902 0.226 -0.497]
[0.637 0.050 0.249 -1.000 0.491 0.437 0.023]
[0.312 0.480 0.042 -1.000 -1.000 -1.000 -1.000]
[-0.775 0.331 0.805 0.235 0.157 -0.155 0.704]
[0.095 0.412 0.615 -0.544 0.486 -0.751 -0.045]
[-0.933 -1.000 -0.100 -1.000 -0.775 -0.684 -1.000]
[0.638 -0.275 1.000 -0.280 -0.850 -0.322 -0.352]
[0.498 -1.000 -0.879 0.015 -0.852 -0.529 1.000]
[-0.961 0.111 -0.831 -1.000 -1.000 -0.503 -0.522]
[-1.000 1.000 1.000 0.773 -0.879 0.680 0.841]
[-0.624 -0.665 -1.000 -0.416 -0.231 -0.492 0.540]
[-1.000 0.311 -1.000 0.216 0.165 0.646 0.825]
[1.000 0.272 -0.856 1.000 0.154 -1.000 -0.262]
[-1.000 -0.378 1.000 -0.755 1.000 -0.882 -0.164]
[-0.869 -0.071 0.850 -0.580 -0.148 -0.292 -0.510]
[-1.000 0.035 0.653 -0.532 1.000 -1.000 0.105]
[-1.000 -0.318 -0.965 0.112 0.795 0.153 -0.733]
[-0.200 1.000 -0.592 0.505 0.227 0.339 -0.298]
[-1.000 -1.000 0.397 0.196 -0.927 0.667 0.213]
[1.000 -0.599 -0.943 -0.011 -0.299 0.706 -0.395]
[0.531 0.778 -1.000 1.000 -0.845 0.518 0.939]
[-0.440 -0.828 -0.192 0.717 -0.062 -0.612 0.710]
[0.366 -0.087 -0.961 -0.465 -0.672 -1.000 -0.748]
[-1.000 1.000 1.000 -1.000 -0.969 0.612 -0.122]
[0.619 -0.910 0.914 -0.831 -0.459 1.000 -0.113]
[-0.822 -0.414 0.457 -1.000 -1.000 -0.891 -1.000]
[-0.468 -0.866 -1.000 -0.142 -0.711 1.000 -0.394]
[-0.879 0.583 -0.195 -0.001 1.000 -0.666 0.134]
[0.177 0.973 -0.712 -1.000 0.506 0.254 -0.010]
[1.000 1.000 -0.908 1.000 -0.517 0.065 1.000]
[1.000 1.000 -0.869 0.801 -0.718 -0.040 0.485]
[0.535 -1.000 1.000 0.602 -0.705 -1.000 -0.516]
[-0.840 -0.290 -0.053 -0.086 -0.998 0.047 1.000]
[-0.966 1.000 0.450 -0.477 1.000 -0.697 1.000]
