[-1.000 0.625 -0.268 1.000 0.194 0.443 -0.326]
[-1.000 -1.000 -0.728 -1.000 1.000 0.370 -0.120]
[-1.000 0.641 0.323 -1.000 -1.000 -0.692 0.239]
[0.932 0.623 0.785 -0.369 -0.214 1.000 -1.000]
[1.000 -0.350 -0.327 0.239 0.487 0.154 -0.046]
[0.408 -0.289 -1.000 0.779 0.174 -0.460 -0.192]
[-0.103 -0.091 -0.752 0.532 -1.000 0.002 0.444]
[0.424 0.527 -0.269 0.129 -1.000 0.800 -0.430]
[-0.596 -1.000 -0.345 -0.214 -0.942 -1.000 -0.115]
[1.000 -0.082 -0.075 0.539 1.000 1.000 -1.000]
[1.000 0.460 0.935 -0.372 1.000 1.000 0.113]
[0.774 1.000 -0.676 -0.004 -1.000 -1.000 1.000]
[0.082 1.000 -1.000 0.437 -0.325 0.177 -0.905]
[-0.594 -0.116 -0.229 -0.280 0.200 0.571 -1.000]
[0.036 -0.806 1.000 1.000 0.668 0.692 -0.388]
[-0.499 -1.000 0.457 0.121 0.760 -1.000 -0.446]
[0.660 1.000 -1.000 -0.731 -1.000 -0.290 -0.897]
[-0.148 -0.346 0.417 0.777 -0.945 0.653 0.484]
[-0.031 0.843 -1.000 -0.875 -0.969 -0.399 -0.240]
[-0.165 -0.349 0.347 0.658 0.160 -0.879 0.798]
[-1.000 1.000 0.187 -1.000 -0.741 1.000 1.000]
[0.078 0.292 -0.848 0.070 0.925 -0.940 1.000]
[0.024 -0.324 -0.531 0.324 0.913 -0.839 -0.007]
[1.000 0.481 -0.548 1.000 -0.004 1.000 -1.000]
[-1.000 -0.388 0.074 -0.244 1.000 -1.000 -1.000]
[-0.239 -1.000 -0.379 0.142 0.675 0.151 1.000]
[-1.000 -0.718 1.000 0.076 -0.422 1.000 1.000]
[0.010 1.000 -0.472 -0.831 0.215 0.324 0.764]
[-0.148 -0.892 -0.796 -0.128 0.412 -0.637 0.651]
[-0.960 0.707 0.514 -0.108 -0.375 0.407 0.198]
[0.360 0.784 1.000 -0.414 0.101 -1.000 -0.945]
[0.331 1.000 0.348 1.000 -0.266 0.227 0.085]
[-0.169 -1.000 0.368 1.000 1.000 -0.128 -0.254]
[1.000 0.630 0.754 -0.080 -0.888 -1.000 0.392]
[1.000 0.484 0.773 -0.786 -0.980 0.021 0.984]
[-0.290 1.000 0.685 0.778 -0.472 0.543 -0.764]
[-1.000 1.000 -0.794 1.000 1.000 0.045 -0.603]
[-1.000 -0.294 0.233 1.000 -1.000 -0.122 1.000]
[0.413 1.000 1.000 0.420 0.914 -0.807 -0.422]
[-1.000 0.098 0.049 0.433 -1.000 1.000 0.943]
[0.655 1.000 -0.793 -0.114 -0.740 1.000 -0.260]
[0.184 1.000 -0.255 -1.000 1.000 -0.512 -1.000]
[-1.000 0.823 -1.000 0.049 1.000 -0.212 0.976]
[-1.000 1.000 1.000 0.232 -1.000 -0.319 -0.791]
[0.760 0.791 -0.289 0.659 -0.193 0.746 -0.235]
[1.000 -1.000 1.000 -0.133 -1.000 0.057 -0.528]
[0.599 -0.566 0.235 1.000 1.000 -0.332 0.392]
[-0.527 1.000 1.000 -0.277 -0.604 -1.000 1.000]
[-0.741 -0.527 1.000 0.579 -0.836 -0.431 -1.000]
[-0.334 0.318 1.000 -0.283 0.888 -0.699 -0.447]
[-0.211 1.000 0.049 0.026 -1.000 -0.404 1.000]
[1.000 1.000 0.024 -1.000 0.347 -1.000 0.114]
[0.854 0.337 -0.902 -0.157 -1.000 -0.313 -0.381]
[-1.000 1.000 0.284 -0.698 -0.653 0.833 -0.024]
[-0.824 1.000 1.000 -0.664 -0.452 -0.657 -0.279]
[-1.000 1.000 -0.557 -0.038 0.482 1.000 1.000]
[0.025 1.000 -1.000 0.105 -0.235 1.000 -0.048]
[-0.200 0.512 1.000 0.449 0.131 0.261 -0.943]
[0.716 1.000 0.628 -0.047 0.826 0.975 -0.836]
[0.008 0.171 -1.000 -0.711 0.263 1.000 1.000]
[-0.023 1.000 -1.000 0.032 1.000 0.969 -0.476]
[-0.981 1.000 -0.736 -0.056 0.546 0.853 0.563]
[-0.105 1.000 1.000 -0.589 -1.000 -0.206 -0.148]
[-1.000 0.802 -0.621 0.793 0.119 0.289 1.000]
[0.406 0.053 -0.974 -1.000 0.533 1.000 -1.000]
[-0.031 0.408 -0.835 -0.870 -0.021 0.265 0.175]
[-0.097 0.433 0.032 -1.000 -0.230 0.119 -0.446]
[-0.707 0.896 -1.000 -0.831 0.288 0.950 0.345]
[1.000 -1.000 1.000 0.616 0.612 0.353 1.000]
[1.000 0.850 1.000 1.000 -1.000 0.248 -0.744]
[-0.568 -0.358 0.003 -1.000 -0.618 0.346 1.000]
[0.603 1.000 -0.211 -1.000 -1.000 -0.312 1.000]
[0.267 1.000 -0.569 -0.849 0.507 0.073 0.582]
[0.700 1.000 0.033 0.551 -1.000 0.076 0.179]
[-1.000 1.000 -0.669 -1.000 -0.178 0.458 0.450]
[1.000 0.452 -1.000 0.463 1.000 0.374 0.865]
[-0.631 1.000 -0.113 -0.090 -0.208 0.933 0.139]
[-1.000 0.904 -0.794 -1.000 -1.000 -1.000 -0.406]
[-0.919 -1.000 -0.001 -1.000 1.000 -1.000 0.335]
[0.553 0.881 0.246 -0.127 -1.000 -1.000 -0.112]
[-0.799 0.474 0.757 -1.000 -0.257 -1.000 0.951]
[0.299 0.251 -1.000 0.495 1.000 0.749 -0.312]
[-0.158 1.000 -1.000 -0.348 -1.000 -1.000 0.018]
[-0.163 -1.000 0.361 0.127 -0.306 -0.389 -0.422]
[1.000 -0.848 0.149 -0.551 -1.000 0.052 -0.101]
[-1.000 0.996 1.000 0.203 -1.000 -0.726 1.000]
[-0.376 1.000 0.932 -0.398 1.000 0.609 -1.000]
[1.000 1.000 -1.000 -0.337 -0.281 0.791 -0.746]
[-1.000 -0.921 -0.568 -1.000 -1.000 1.000 0.881]
[1.000 -0.703 -0.645 0.038 1.000 -0.809 -0.787]
[-0.343 -0.940 1.000 -0.277 1.000 -1.000 -0.075]
[0.102 -1.000 1.000 -0.345 -0.602 -0.101 1.000]
[0.512 -0.253 0.456 0.541 -0.508 0.996 -0.881]
[-0.519 1.000 -1.000 -1.000 -0.111 -0.004 -0.123]
[0.207 -1.000 0.150 0.628 1.000 -0.962 -1.000]
[0.009 1.000 -0.905 0.409 -0.829 -1.000 0.483]
[1.000 -0.363 0.787 0.449 -0.894 -0.436 1.000]
[1.000 0.036 -1.000 -1.000 -0.510 0.286 -0.915]
[-0.045 0.238 -0.043 -0.601 -0.242 -0.755 -1.000]
[-0.210 0.642 0.310 0.442 -0.195 -0.807 0.285]
[-0.452 1.000 -1.000 1.000 1.000 1.000 -1.000]
[1.000 0.402 -1.000 -0.654 1.000 1.000 -0.484]
[0.861 -0.155 -1.000 -1.000 0.183 0.327 -1.000]
[0.719 0.386 0.248 -0.123 -0.161 -0.119 1.000]
[-0.993 1.000 -0.591 -0.237 -0.753 0.494 1.000]
[-0.933 -0.330 0.796 -0.486 1.000 0.451 -0.425]
[1.000 1.000 -0.991 -0.957 -0.188 -0.756 0.772]
[-0.563 0.634 -0.479 0.293 0.162 0.704 -0.327]
[-0.775 -0.152 -1.000 0.736 1.000 0.164 0.105]
[0.587 1.000 -0.589 0.866 -0.467 -0.244 -0.193]
[-0.458 0.545 -0.899 -1.000 -0.977 0.657 -0.267]
[0.614 0.715 -0.483 1.000 -1.000 -1.000 -1.000]
[0.897 0.392 0.038 -1.000 0.127 0.922 1.000]
[0.409 0.022 -0.441 1.000 -1.000 -1.000 -0.089]
[-0.368 0.888 0.964 1.000 0.308 -0.113 -0.613]
[0.278 -0.614 -0.821 -0.620 1.000 -0.591 -1.000]
[0.185 0.644 -0.744 0.391 0.208 -0.945 0.651]
[0.130 -0.515 -1.000 0.389 1.000 -1.000 -1.000]
[-0.831 1.000 -0.154 -1.000 -0.183 -0.201 -1.000]
[0.939 1.000 -1.000 0.484 0.741 -0.353 -0.922]
[1.000 0.509 -0.968 -0.313 0.172 1.000 -1.000]
[-0.486 1.000 -0.321 -1.000 1.000 -0.780 -1.000]
[0.703 1.000 1.000 0.259 0.506 -0.529 0.228]
[-0.045 0.550 -0.932 1.000 -0.355 -0.289 -0.047]
[-1.000 -0.398 0.097 0.077 0.314 -1.000 -0.681]
[-1.000 -0.332 0.618 -0.469 1.000 -0.028 0.915]
[0.263 1.000 0.566 -0.086 -0.337 -1.000 0.091]
[-1.000 0.452 0.735 -0.660 0.425 0.026 1.000]
[0.476 -0.341 0.076 0.401 1.000 0.214 0.400]
[1.000 0.695 0.527 0.278 0.350 0.932 -0.491]
[-1.000 1.000 0.598 0.428 -0.519 -0.856 1.000]
[-0.060 -1.000 -1.000 0.006 -0.982 -0.146 -0.602]
[0.265 -1.000 1.000 -0.804 1.000 -1.000 -0.376]
[-0.986 -1.000 0.685 0.448 0.602 0.697 -1.000]
[1.000 -0.154 0.273 -0.023 0.265 -0.748 -0.725]
[-0.113 -0.081 -0.904 1.000 -0.584 -0.408 0.396]
[-0.385 1.000 0.075 0.216 -1.000 -0.787 0.686]
[-0.097 -0.235 -0.075 -1.000 -1.000 -0.547 -1.000]
[-1.000 -1.000 -1.000 1.000 -0.029 -0.200 -0.625]
[0.487 0.994 -0.763 -1.000 -1.000 0.559 0.014]
[1.000 1.000 -0.334 1.000 -1.000 -0.326 1.000]
[0.577 1.000 -0.779 0.921 -0.260 -0.079 0.937]
[-0.322 1.000 -0.364 1.000 1.000 -0.191 -1.000]
[1.000 -0.176 -0.034 -0.114 1.000 -1.000 0.927]
[1.000 1.000 -0.711 -0.691 0.625 -1.000 1.000]
[0.144 1.000 -0.153 -0.515 0.824 -0.011 -1.000]
[-0.048 -0.294 0.480 -0.770 0.216 0.930 -0.330]
[-0.767 1.000 -0.996 -0.674 1.000 -0.354 1.000]
[-0.080 -1.000 -0.064 0.063 -0.152 0.776 -0.777]
[0.537 0.355 -0.541 0.798 -0.217 -0.253 -0.024]
[-0.088 0.248 0.575 -0.844 -0.386 -1.000 -0.045]
[0.097 1.000 -1.000 -1.000 1.000 0.796 -0.465]
[-0.243 -1.000 -1.000 -1.000 -1.000 0.055 -0.782]
[-1.000 -0.652 -0.866 -0.619 0.274 0.783 0.942]
[1.000 1.000 1.000 -1.000 1.000 1.000 0.696]
[1.000 1.000 0.346 0.633 1.000 -0.416 0.866]
[-0.591 -0.001 0.002 -0.578 -0.489 0.010 -1.000]
[0.133 -0.389 0.653 -0.592 0.505 -0.010 1.000]
[1.000 0.455 -1.000 0.914 0.892 -1.000 1.000]
[1.000 1.000 0.311 0.242 0.934 0.307 1.000]
[0.377 0.570 0.556 1.000 -1.000 -1.000 -0.402]
[0.454 0.208 -0.272 -0.366 0.189 -1.000 -0.283]
[0.263 1.000 -0.342 -0.798 -0.776 -0.010 0.283]
[1.000 0.686 1.000 -0.836 0.156 0.318 -0.413]
[1.000 1.000 -1.000 -0.364 -1.000 -1.000 -1.000]
[1.000 1.000 0.526 -1.000 0.193 -1.000 1.000]
[0.727 -0.276 0.511 0.839 0.188 1.000 0.995]
[1.000 -0.209 1.000 -1.000 0.136 0.078 0.634]
[-0.682 -0.068 -1.000 0.213 -1.000 -1.000 -0.587]
[-0.624 0.167 1.000 0.300 -1.000 -0.496 1.000]
[0.145 0.044 0.706 -0.332 0.441 0.308 -0.218]
[0.099 1.000 0.628 -0.255 0.255 -1.000 -0.764]
[0.904 -0.484 0.167 -0.666 -1.000 0.566 -0.154]
[-0.829 1.000 -1.000 0.866 0.855 0.860 -0.582]
[-0.226 1.000 0.902 -1.000 -0.553 -0.548 -0.508]
[0.520 0.975 -0.010 -1.000 -0.911 0.109 0.135]
[0.224 1.000 -1.000 1.000 -0.031 -1.000 0.262]
[-0.321 0.991 -0.930 0.050 1.000 0.094 1.000]
[-0.087 1.000 -1.000 -1.000 -0.740 0.987 -1.000]
[-0.268 1.000 -0.286 0.705 0.945 0.540 -1.000]
[0.794 1.000 -0.731 -0.555 0.206 0.448 -0.898]
